id,artistId,title,displayDate,stageTitle,startTimestamp,endTimestamp,ticketUrl,showInTimetable,stageId,dayId,sortOrder,stageName,dayName,dayOrder,startTime,endTime,startDate,endDate
31812,19982,Basswell,Fri 12 Jul 19:00 - 20:15,ARENA STAGE,1720803600,1720808100,,,14229,10363,130,ARENA STAGE,Friday,3,19:00:00,20:15:00,2024-07-12,2024-07-12
31774,20421,Audiotricz,Fri 12 Jul 19:00 - 20:00,HARDER STAGE,1720803600,1720807200,,,14230,10363,131,HARDER STAGE,Friday,3,19:00:00,20:00:00,2024-07-12,2024-07-12
31462,20094,Ranji,Fri 12 Jul 19:30 - 21:00,SECOND STAGE,1720805400,1720810800,,,14242,10363,132,SECOND STAGE,Friday,3,19:30:00,21:00:00,2024-07-12,2024-07-12
31414,20046,Kxxma,Fri 12 Jul 20:00 - 21:00,TERMINAL STAGE,1720807200,1720810800,,,14245,10363,133,TERMINAL STAGE,Friday,3,20:00:00,21:00:00,2024-07-12,2024-07-12
31464,20096,Aftershock b2b Wildstylez,Fri 12 Jul 20:00 - 21:00,HARDER STAGE,1720807200,1720810800,,,14230,10363,134,HARDER STAGE,Friday,3,20:00:00,21:00:00,2024-07-12,2024-07-12
31814,19828,Boris Brejcha,Fri 12 Jul 20:00 - 21:30,MAINSTAGE,1720807200,1720812600,,,14228,10363,135,MAINSTAGE,Friday,3,20:00:00,21:30:00,2024-07-12,2024-07-12
31841,20476,Dj MellowD,Fri 12 Jul 20:00 - 21:00,CLASSIC AREA,1720807200,1720810800,,,14238,10363,136,CLASSIC AREA,Friday,3,20:00:00,21:00:00,2024-07-12,2024-07-12
31815,19984,Cera Khin,Fri 12 Jul 20:15 - 21:30,ARENA STAGE,1720808100,1720812600,,,14229,10363,137,ARENA STAGE,Friday,3,20:15:00,21:30:00,2024-07-12,2024-07-12
31416,20048,Mariana Bo,Fri 12 Jul 21:00 - 22:15,TERMINAL STAGE,1720810800,1720815300,,,14245,10363,138,TERMINAL STAGE,Friday,3,21:00:00,22:15:00,2024-07-12,2024-07-12
31432,20064,Omiki,Fri 12 Jul 21:00 - 22:00,SECOND STAGE,1720810800,1720814400,,,14242,10363,139,SECOND STAGE,Friday,3,21:00:00,22:00:00,2024-07-12,2024-07-12
31386,20018,Coone ,Fri 12 Jul 21:00 - 22:00,HARDER STAGE,1720810800,1720814400,,,14230,10363,140,HARDER STAGE,Friday,3,21:00:00,22:00:00,2024-07-12,2024-07-12
32039,20721,Eric SSL,Fri 12 Jul 21:00 - 22:00,CLASSIC AREA,1720810800,1720814400,,,14238,10363,141,CLASSIC AREA,Friday,3,21:00:00,22:00:00,2024-07-12,2024-07-12
31817,19829,Charlotte de Witte,Fri 12 Jul 21:30 - 23:10,MAINSTAGE,1720812600,1720818600,,,14228,10363,142,MAINSTAGE,Friday,3,21:30:00,23:10:00,2024-07-12,2024-07-12
31816,19985,Charlie Sparks,Fri 12 Jul 21:30 - 23:00,ARENA STAGE,1720812600,1720818000,,,14229,10363,143,ARENA STAGE,Friday,3,21:30:00,23:00:00,2024-07-12,2024-07-12
31444,20076,Da Hool,Fri 12 Jul 22:00 - 23:00,CLASSIC AREA,1720814400,1720818000,,,14238,10363,144,CLASSIC AREA,Friday,3,22:00:00,23:00:00,2024-07-12,2024-07-12
31463,20095,Ghost Rider,Fri 12 Jul 22:00 - 23:00,SECOND STAGE,1720814400,1720818000,,,14242,10363,145,SECOND STAGE,Friday,3,22:00:00,23:00:00,2024-07-12,2024-07-12
31399,20031,Ran-D,Fri 12 Jul 22:00 - 23:00,HARDER STAGE,1720814400,1720818000,,,14230,10363,146,HARDER STAGE,Friday,3,22:00:00,23:00:00,2024-07-12,2024-07-12
31415,20047,Le Shuuk,Fri 12 Jul 22:15 - 23:30,TERMINAL STAGE,1720815300,1720819800,,,14245,10363,147,TERMINAL STAGE,Friday,3,22:15:00,23:30:00,2024-07-12,2024-07-12
31398,20030,Paul Elstak ,Fri 12 Jul 23:00 - 00:00,HARDER STAGE,1720818000,1720821600,,,14230,10363,148,HARDER STAGE,Friday,3,23:00:00,00:00:00,2024-07-12,2024-07-13
31425,20057,Blazy,Fri 12 Jul 23:00 - 00:00,SECOND STAGE,1720818000,1720821600,,,14242,10363,149,SECOND STAGE,Friday,3,23:00:00,00:00:00,2024-07-12,2024-07-13
31139,19563,Ann Clue,Fri 12 Jul 23:00 - 00:00,ARENA STAGE,1720818000,1720821600,,,14229,10363,150,ARENA STAGE,Friday,3,23:00:00,00:00:00,2024-07-12,2024-07-13
31452,20084,Kai Tracid,Fri 12 Jul 23:00 - 00:00,CLASSIC AREA,1720818000,1720821600,,,14238,10363,151,CLASSIC AREA,Friday,3,23:00:00,00:00:00,2024-07-12,2024-07-13
32548,21291,twocolors,Fri 12 Jul 23:30 - 00:30,TERMINAL STAGE,1720819800,1720823400,,,14245,10363,152,TERMINAL STAGE,Friday,3,23:30:00,00:30:00,2024-07-12,2024-07-13
31833,19838,Scooter,Fri 12 Jul 23:30 - 00:30,MAINSTAGE,1720819800,1720823400,,,14228,10363,153,MAINSTAGE,Friday,3,23:30:00,00:30:00,2024-07-12,2024-07-13
31293,19991,Joyhauser ,Fri 12 Jul 00:00 - 01:30,ARENA STAGE,1720821600,1720827000,,,14229,10363,154,ARENA STAGE,Friday,3,00:00:00,01:30:00,2024-07-13,2024-07-13
31400,20032,Rooler,Fri 12 Jul 00:00 - 01:00,HARDER STAGE,1720821600,1720825200,,,14230,10363,155,HARDER STAGE,Friday,3,00:00:00,01:00:00,2024-07-13,2024-07-13
31439,20070,Vegas,Fri 12 Jul 00:00 - 01:00,SECOND STAGE,1720821600,1720825200,,,14242,10363,156,SECOND STAGE,Friday,3,00:00:00,01:00:00,2024-07-13,2024-07-13
31458,20090,Talla 2XLC,Fri 12 Jul 00:00 - 01:00,CLASSIC AREA,1720821600,1720825200,,,14238,10363,157,CLASSIC AREA,Friday,3,00:00:00,01:00:00,2024-07-13,2024-07-13
31421,20053,Vize,Fri 12 Jul 00:30 - 02:00,TERMINAL STAGE,1720823400,1720828800,,,14245,10363,158,TERMINAL STAGE,Friday,3,00:30:00,02:00:00,2024-07-13,2024-07-13
30949,19552,Dimitri Vegas & Like Mike,Fri 12 Jul 00:45 - 01:45,MAINSTAGE,1720824300,1720827900,,,14228,10363,159,MAINSTAGE,Friday,3,00:45:00,01:45:00,2024-07-13,2024-07-13
31739,20374,Krid P,Fri 12 Jul 01:00 - 02:00,CLASSIC AREA,1720825200,1720828800,,,14238,10363,160,CLASSIC AREA,Friday,3,01:00:00,02:00:00,2024-07-13,2024-07-13
31394,20026,Jebroer,Fri 12 Jul 01:00 - 02:00,HARDER STAGE,1720825200,1720828800,,,14230,10363,161,HARDER STAGE,Friday,3,01:00:00,02:00:00,2024-07-13,2024-07-13
32345,21141,Blastoyz,Fri 12 Jul 01:00 - 02:00,SECOND STAGE,1720825200,1720828800,,,14242,10363,162,SECOND STAGE,Friday,3,01:00:00,02:00:00,2024-07-13,2024-07-13
31811,19981,Anfisa Letyago,Fri 12 Jul 01:30 - 03:00,ARENA STAGE,1720827000,1720832400,,,14229,10363,163,ARENA STAGE,Friday,3,01:30:00,03:00:00,2024-07-13,2024-07-13
31835,19839,Timmy Trumpet,Fri 12 Jul 01:45 - 03:00,MAINSTAGE,1720827900,1720832400,,,14228,10363,164,MAINSTAGE,Friday,3,01:45:00,03:00:00,2024-07-13,2024-07-13
31404,20036,Warface,Fri 12 Jul 02:00 - 03:00,HARDER STAGE,1720828800,1720832400,,,14230,10363,165,HARDER STAGE,Friday,3,02:00:00,03:00:00,2024-07-13,2024-07-13
31447,20079,Dj Quicksilver,Fri 12 Jul 02:00 - 03:00,CLASSIC AREA,1720828800,1720832400,,,14238,10363,166,CLASSIC AREA,Friday,3,02:00:00,03:00:00,2024-07-13,2024-07-13
31806,20449,Fedde Le Grand,Fri 12 Jul 02:00 - 03:00,TERMINAL STAGE,1720828800,1720832400,,,14245,10363,167,TERMINAL STAGE,Friday,3,02:00:00,03:00:00,2024-07-13,2024-07-13
31138,19782,Berg,Fri 12 Jul 02:00 - 03:30,SECOND STAGE,1720828800,1720834200,,,14242,10363,168,SECOND STAGE,Friday,3,02:00:00,03:30:00,2024-07-13,2024-07-13
31445,20077,Dj Dean,Fri 12 Jul 03:00 - 04:00,CLASSIC AREA,1720832400,1720836000,,,14238,10363,169,CLASSIC AREA,Friday,3,03:00:00,04:00:00,2024-07-13,2024-07-13
31390,20022,Deadly Guns,Fri 12 Jul 03:00 - 04:00,HARDER STAGE,1720832400,1720836000,,,14230,10363,170,HARDER STAGE,Friday,3,03:00:00,04:00:00,2024-07-13,2024-07-13
31903,20546,Clara Cuvé,Fri 12 Jul 03:00 - 04:30,ARENA STAGE,1720832400,1720837800,,,14229,10363,171,ARENA STAGE,Friday,3,03:00:00,04:30:00,2024-07-13,2024-07-13
31417,20049,Mattn,Fri 12 Jul 03:00 - 04:30,TERMINAL STAGE,1720832400,1720837800,,,14245,10363,172,TERMINAL STAGE,Friday,3,03:00:00,04:30:00,2024-07-13,2024-07-13
31426,20058,Claudinho Brasil,Fri 12 Jul 03:30 - 04:30,SECOND STAGE,1720834200,1720837800,,,14242,10363,173,SECOND STAGE,Friday,3,03:30:00,04:30:00,2024-07-13,2024-07-13
32008,20671,Revil O,Fri 12 Jul 04:00 - 05:00,CLASSIC AREA,1720836000,1720839600,,,14238,10363,174,CLASSIC AREA,Friday,3,04:00:00,05:00:00,2024-07-13,2024-07-13
31392,20024,Dr. Peacock Live,Fri 12 Jul 04:00 - 05:00,HARDER STAGE,1720836000,1720839600,,,14230,10363,175,HARDER STAGE,Friday,3,04:00:00,05:00:00,2024-07-13,2024-07-13
31830,19994,Parfait,Fri 12 Jul 04:30 - 06:00,ARENA STAGE,1720837800,1720843200,,,14229,10363,176,ARENA STAGE,Friday,3,04:30:00,06:00:00,2024-07-13,2024-07-13
31666,20297,Zyrus 7,Fri 12 Jul 04:30 - 06:00,SECOND STAGE,1720837800,1720843200,,,14242,10363,177,SECOND STAGE,Friday,3,04:30:00,06:00:00,2024-07-13,2024-07-13
32169,20927,ZEUZ,Fri 12 Jul 04:30 - 06:00,TERMINAL STAGE,1720837800,1720843200,,,14245,10363,178,TERMINAL STAGE,Friday,3,04:30:00,06:00:00,2024-07-13,2024-07-13
31391,20023,Dimitri K,Fri 12 Jul 05:00 - 06:00,HARDER STAGE,1720839600,1720843200,,,14230,10363,179,HARDER STAGE,Friday,3,05:00:00,06:00:00,2024-07-13,2024-07-13
32808,21454,DJ Bomba,Fri 12 Jul 05:00 - 06:00,CLASSIC AREA,1720839600,1720843200,,,14238,10363,180,CLASSIC AREA,Friday,3,05:00:00,06:00:00,2024-07-13,2024-07-13
35197,23487,Sebastian Willms,Sat 13 Jul 10:00 - 11:15,VIP VILLAGE,1720857600,1720862100,,,14240,10364,181,VIP VILLAGE,Saturday,4,10:00:00,11:15:00,2024-07-13,2024-07-13
35198,23485,VABU b2b DAVIDE,Sat 13 Jul 11:15 - 12:30,VIP VILLAGE,1720862100,1720866600,,,14240,10364,182,VIP VILLAGE,Saturday,4,11:15:00,12:30:00,2024-07-13,2024-07-13
35199,23488,Bagalut,Sat 13 Jul 12:30 - 13:45,VIP VILLAGE,1720866600,1720871100,,,14240,10364,183,VIP VILLAGE,Saturday,4,12:30:00,13:45:00,2024-07-13,2024-07-13
35200,23483,SYRØN,Sat 13 Jul 13:45 - 14:45,VIP VILLAGE,1720871100,1720874700,,,14240,10364,184,VIP VILLAGE,Saturday,4,13:45:00,14:45:00,2024-07-13,2024-07-13
36493,24272,U-Beats,Sat 13 Jul 14:00 - 15:00,ALLIANZ STAGE,1720872000,1720875600,,,16406,10364,185,ALLIANZ STAGE,Saturday,4,14:00:00,15:00:00,2024-07-13,2024-07-13
35201,23486,Felipe Alemais,Sat 13 Jul 14:45 - 16:00,VIP VILLAGE,1720874700,1720879200,,,14240,10364,186,VIP VILLAGE,Saturday,4,14:45:00,16:00:00,2024-07-13,2024-07-13
32040,20722,Marten Hørger,Sat 13 Jul 15:00 - 16:00,MAINSTAGE,1720875600,1720879200,,,14228,10364,187,MAINSTAGE,Saturday,4,15:00:00,16:00:00,2024-07-13,2024-07-13
31897,20541,R3HAB,Sat 13 Jul 16:00 - 17:00,MAINSTAGE,1720879200,1720882800,,,14228,10364,188,MAINSTAGE,Saturday,4,16:00:00,17:00:00,2024-07-13,2024-07-13
35202,23446,NO.MADS,Sat 13 Jul 16:00 - 17:00,VIP VILLAGE,1720879200,1720882800,,,14240,10364,189,VIP VILLAGE,Saturday,4,16:00:00,17:00:00,2024-07-13,2024-07-13
36494,24273,Jo'L,Sat 13 Jul 16:30 - 17:30,ALLIANZ STAGE,1720881000,1720884600,,,16406,10364,190,ALLIANZ STAGE,Saturday,4,16:30:00,17:30:00,2024-07-13,2024-07-13
35203,23484,The Coast,Sat 13 Jul 17:00 - 18:00,VIP VILLAGE,1720882800,1720886400,,,14240,10364,191,VIP VILLAGE,Saturday,4,17:00:00,18:00:00,2024-07-13,2024-07-13
35160,23452,Daniel Best,Sat 13 Jul 17:00 - 18:00,TERMINAL STAGE,1720882800,1720886400,,,14245,10364,192,TERMINAL STAGE,Saturday,4,17:00:00,18:00:00,2024-07-13,2024-07-13
31828,19833,Neelix,Sat 13 Jul 17:00 - 18:30,MAINSTAGE,1720882800,1720888200,,,14228,10364,193,MAINSTAGE,Saturday,4,17:00:00,18:30:00,2024-07-13,2024-07-13
36495,24274,Rob.Bee,Sat 13 Jul 17:30 - 18:30,ALLIANZ STAGE,1720884600,1720888200,,,16406,10364,194,ALLIANZ STAGE,Saturday,4,17:30:00,18:30:00,2024-07-13,2024-07-13
31667,20298,Plus One,Sat 13 Jul 18:00 - 19:30,SECOND STAGE,1720886400,1720891800,,,14242,10364,195,SECOND STAGE,Saturday,4,18:00:00,19:30:00,2024-07-13,2024-07-13
35157,20099,Christian Lidsba,Sat 13 Jul 18:00 - 19:00,TERMINAL STAGE,1720886400,1720890000,,,14245,10364,196,TERMINAL STAGE,Saturday,4,18:00:00,19:00:00,2024-07-13,2024-07-13
35072,23369,Prophecy,Sat 13 Jul 18:00 - 19:00,ARENA STAGE,1720886400,1720890000,,,14229,10364,197,ARENA STAGE,Saturday,4,18:00:00,19:00:00,2024-07-13,2024-07-13
31664,20295,Villain,Sat 13 Jul 18:00 - 19:00,HARDER STAGE,1720886400,1720890000,,,14230,10364,198,HARDER STAGE,Saturday,4,18:00:00,19:00:00,2024-07-13,2024-07-13
32840,21471,Slideout B2B Pacemaker,Sat 13 Jul 18:00 - 19:00,CLASSIC AREA,1720886400,1720890000,,,14238,10364,199,CLASSIC AREA,Saturday,4,18:00:00,19:00:00,2024-07-13,2024-07-13
31810,19978,Alok,Sat 13 Jul 18:30 - 19:50,MAINSTAGE,1720888200,1720893000,,,14228,10364,200,MAINSTAGE,Saturday,4,18:30:00,19:50:00,2024-07-13,2024-07-13
36496,24275,AlphaBeat,Sat 13 Jul 18:30 - 19:30,ALLIANZ STAGE,1720888200,1720891800,,,16406,10364,201,ALLIANZ STAGE,Saturday,4,18:30:00,19:30:00,2024-07-13,2024-07-13
32173,20967,Money-G,Sat 13 Jul 19:00 - 20:00,CLASSIC AREA,1720890000,1720893600,,,14238,10364,202,CLASSIC AREA,Saturday,4,19:00:00,20:00:00,2024-07-13,2024-07-13
31382,20014,3 Blokes,Sat 13 Jul 19:00 - 20:00,HARDER STAGE,1720890000,1720893600,,,14230,10364,203,HARDER STAGE,Saturday,4,19:00:00,20:00:00,2024-07-13,2024-07-13
31406,20038,Anstandslos & Durchgeknallt,Sat 13 Jul 19:00 - 20:00,TERMINAL STAGE,1720890000,1720893600,,,14245,10364,204,TERMINAL STAGE,Saturday,4,19:00:00,20:00:00,2024-07-13,2024-07-13
31813,19983,Biia,Sat 13 Jul 19:00 - 20:30,ARENA STAGE,1720890000,1720895400,,,14229,10364,205,ARENA STAGE,Saturday,4,19:00:00,20:30:00,2024-07-13,2024-07-13
31433,20065,Phaxe b2b Querox,Sat 13 Jul 19:30 - 21:00,SECOND STAGE,1720891800,1720897200,,,14242,10364,206,SECOND STAGE,Saturday,4,19:30:00,21:00:00,2024-07-13,2024-07-13
31665,20296,Noise Controllers,Sat 13 Jul 20:00 - 21:00,HARDER STAGE,1720893600,1720897200,,,14230,10364,207,HARDER STAGE,Saturday,4,20:00:00,21:00:00,2024-07-13,2024-07-13
32096,20830,Chris Nitro,Sat 13 Jul 20:00 - 21:00,CLASSIC AREA,1720893600,1720897200,,,14238,10364,208,CLASSIC AREA,Saturday,4,20:00:00,21:00:00,2024-07-13,2024-07-13
31466,20098,Bassjackers,Sat 13 Jul 20:00 - 21:15,TERMINAL STAGE,1720893600,1720898100,,,14245,10364,209,TERMINAL STAGE,Saturday,4,20:00:00,21:15:00,2024-07-13,2024-07-13
31831,19836,Paul Kalkbrenner,Sat 13 Jul 20:00 - 21:30,MAINSTAGE,1720893600,1720899000,,,14228,10364,210,MAINSTAGE,Saturday,4,20:00:00,21:30:00,2024-07-13,2024-07-13
32131,20874,Shlømo,Sat 13 Jul 20:30 - 22:00,ARENA STAGE,1720895400,1720900800,,,14229,10364,211,ARENA STAGE,Saturday,4,20:30:00,22:00:00,2024-07-13,2024-07-13
31456,20088,Special D,Sat 13 Jul 21:00 - 22:00,CLASSIC AREA,1720897200,1720900800,,,14238,10364,212,CLASSIC AREA,Saturday,4,21:00:00,22:00:00,2024-07-13,2024-07-13
31465,20097,Atmozfears b2b Adrenalize,Sat 13 Jul 21:00 - 22:00,HARDER STAGE,1720897200,1720900800,,,14230,10364,213,HARDER STAGE,Saturday,4,21:00:00,22:00:00,2024-07-13,2024-07-13
31429,20061,Fabio Fusco,Sat 13 Jul 21:00 - 22:30,SECOND STAGE,1720897200,1720902600,,,14242,10364,214,SECOND STAGE,Saturday,4,21:00:00,22:30:00,2024-07-13,2024-07-13
31418,20050,Ostblockschlampen ,Sat 13 Jul 21:15 - 22:30,TERMINAL STAGE,1720898100,1720902600,,,14245,10364,215,TERMINAL STAGE,Saturday,4,21:15:00,22:30:00,2024-07-13,2024-07-13
32115,20859,ARTBAT,Sat 13 Jul 21:40 - 23:00,MAINSTAGE,1720899600,1720904400,,,14228,10364,216,MAINSTAGE,Saturday,4,21:40:00,23:00:00,2024-07-13,2024-07-13
31385,20017,Brennan Heart,Sat 13 Jul 22:00 - 23:00,HARDER STAGE,1720900800,1720904400,,,14230,10364,217,HARDER STAGE,Saturday,4,22:00:00,23:00:00,2024-07-13,2024-07-13
31459,20091,The Hitmen,Sat 13 Jul 22:00 - 23:00,CLASSIC AREA,1720900800,1720904400,,,14238,10364,218,CLASSIC AREA,Saturday,4,22:00:00,23:00:00,2024-07-13,2024-07-13
31809,19980,Alfred Heinrichs,Sat 13 Jul 22:00 - 23:00,ARENA STAGE,1720900800,1720904400,,,14229,10364,219,ARENA STAGE,Saturday,4,22:00:00,23:00:00,2024-07-13,2024-07-13
31431,20063,Morten Granau,Sat 13 Jul 22:30 - 00:00,SECOND STAGE,1720902600,1720908000,,,14242,10364,220,SECOND STAGE,Saturday,4,22:30:00,00:00:00,2024-07-13,2024-07-14
31410,20042,HBz,Sat 13 Jul 22:30 - 00:00,TERMINAL STAGE,1720902600,1720908000,,,14245,10364,221,TERMINAL STAGE,Saturday,4,22:30:00,00:00:00,2024-07-13,2024-07-14
31829,19835,Oliver Heldens,Sat 13 Jul 23:00 - 00:15,MAINSTAGE,1720904400,1720908900,,,14228,10364,222,MAINSTAGE,Saturday,4,23:00:00,00:15:00,2024-07-13,2024-07-14
31443,20075,Charly Lownoise,Sat 13 Jul 23:00 - 00:00,CLASSIC AREA,1720904400,1720908000,,,14238,10364,223,CLASSIC AREA,Saturday,4,23:00:00,00:00:00,2024-07-13,2024-07-14
31939,20604,DaTweekaz,Sat 13 Jul 23:00 - 00:00,HARDER STAGE,1720904400,1720908000,,,14230,10364,224,HARDER STAGE,Saturday,4,23:00:00,00:00:00,2024-07-13,2024-07-14
31818,19986,Danny Avila,Sat 13 Jul 23:00 - 00:30,ARENA STAGE,1720904400,1720909800,,,14229,10364,225,ARENA STAGE,Saturday,4,23:00:00,00:30:00,2024-07-13,2024-07-14
31457,20089,Starsplash,Sat 13 Jul 00:00 - 01:00,CLASSIC AREA,1720908000,1720911600,,,14238,10364,226,CLASSIC AREA,Saturday,4,00:00:00,01:00:00,2024-07-14,2024-07-14
31430,20062,Hatikwa,Sat 13 Jul 00:00 - 01:30,SECOND STAGE,1720908000,1720913400,,,14242,10364,227,SECOND STAGE,Saturday,4,00:00:00,01:30:00,2024-07-14,2024-07-14
32083,20814,Hard Driver,Sat 13 Jul 00:00 - 01:00,HARDER STAGE,1720908000,1720911600,,,14230,10364,228,HARDER STAGE,Saturday,4,00:00:00,01:00:00,2024-07-14,2024-07-14
32322,21085,öwnboss,Sat 13 Jul 00:00 - 01:30,TERMINAL STAGE,1720908000,1720913400,,,14245,10364,229,TERMINAL STAGE,Saturday,4,00:00:00,01:30:00,2024-07-14,2024-07-14
31837,19840,Vini Vici,Sat 13 Jul 00:15 - 01:30,MAINSTAGE,1720908900,1720913400,,,14228,10364,230,MAINSTAGE,Saturday,4,00:15:00,01:30:00,2024-07-14,2024-07-14
32461,21185,Maddix,Sat 13 Jul 00:30 - 01:30,ARENA STAGE,1720909800,1720913400,,,14229,10364,231,ARENA STAGE,Saturday,4,00:30:00,01:30:00,2024-07-14,2024-07-14
31402,20034,Sickmode,Sat 13 Jul 01:00 - 02:00,HARDER STAGE,1720911600,1720915200,,,14230,10364,232,HARDER STAGE,Saturday,4,01:00:00,02:00:00,2024-07-14,2024-07-14
31455,20087,Rocco b2b Pulsedriver,Sat 13 Jul 01:00 - 03:00,CLASSIC AREA,1720911600,1720918800,,,14238,10364,233,CLASSIC AREA,Saturday,4,01:00:00,03:00:00,2024-07-14,2024-07-14
36708,24414,Fireworks,Sat 13 Jul 01:30 - 01:45,MAINSTAGE,1720913400,1720914300,,,14228,10364,234,MAINSTAGE,Saturday,4,01:30:00,01:45:00,2024-07-14,2024-07-14
31824,19990,Indira Paganotto,Sat 13 Jul 01:30 - 03:00,ARENA STAGE,1720913400,1720918800,,,14229,10364,235,ARENA STAGE,Saturday,4,01:30:00,03:00:00,2024-07-14,2024-07-14
33119,21585,Sam Feldt,Sat 13 Jul 01:30 - 03:00,TERMINAL STAGE,1720913400,1720918800,,,14245,10364,236,TERMINAL STAGE,Saturday,4,01:30:00,03:00:00,2024-07-14,2024-07-14
31437,20069,Schrittmacher,Sat 13 Jul 01:30 - 03:00,SECOND STAGE,1720913400,1720918800,,,14242,10364,237,SECOND STAGE,Saturday,4,01:30:00,03:00:00,2024-07-14,2024-07-14
31808,19977,Afrojack,Sat 13 Jul 01:45 - 03:00,MAINSTAGE,1720914300,1720918800,,,14228,10364,238,MAINSTAGE,Saturday,4,01:45:00,03:00:00,2024-07-14,2024-07-14
31668,20299,Thyron b2b Mutilator,Sat 13 Jul 02:00 - 02:45,HARDER STAGE,1720915200,1720917900,,,14230,10364,239,HARDER STAGE,Saturday,4,02:00:00,02:45:00,2024-07-14,2024-07-14
31384,20016,Angerfist,Sat 13 Jul 02:45 - 03:45,HARDER STAGE,1720917900,1720921500,,,14230,10364,240,HARDER STAGE,Saturday,4,02:45:00,03:45:00,2024-07-14,2024-07-14
33122,21592,Babalos,Sat 13 Jul 03:00 - 04:00,SECOND STAGE,1720918800,1720922400,,,14242,10364,241,SECOND STAGE,Saturday,4,03:00:00,04:00:00,2024-07-14,2024-07-14
31840,20473,Dj Lee,Sat 13 Jul 03:00 - 04:00,CLASSIC AREA,1720918800,1720922400,,,14238,10364,242,CLASSIC AREA,Saturday,4,03:00:00,04:00:00,2024-07-14,2024-07-14
31822,19988,HI-LO,Sat 13 Jul 03:00 - 04:30,ARENA STAGE,1720918800,1720924200,,,14229,10364,243,ARENA STAGE,Saturday,4,03:00:00,04:30:00,2024-07-14,2024-07-14
31408,20040,Blasterjaxx,Sat 13 Jul 03:00 - 04:30,TERMINAL STAGE,1720918800,1720924200,,,14245,10364,244,TERMINAL STAGE,Saturday,4,03:00:00,04:30:00,2024-07-14,2024-07-14
31397,20029,Miss K8 b2b Anime,Sat 13 Jul 03:45 - 04:45,HARDER STAGE,1720921500,1720925100,,,14230,10364,245,HARDER STAGE,Saturday,4,03:45:00,04:45:00,2024-07-14,2024-07-14
31936,20601,LsDirty,Sat 13 Jul 04:00 - 06:00,SECOND STAGE,1720922400,1720929600,,,14242,10364,246,SECOND STAGE,Saturday,4,04:00:00,06:00:00,2024-07-14,2024-07-14
31449,20081,Remember Gary D Vinyl Set pres. by DJ Yanny & Martink,Sat 13 Jul 04:00 - 05:00,CLASSIC AREA,1720922400,1720926000,,,14238,10364,247,CLASSIC AREA,Saturday,4,04:00:00,05:00:00,2024-07-14,2024-07-14
31407,20039,Axmo,Sat 13 Jul 04:30 - 06:00,TERMINAL STAGE,1720924200,1720929600,,,14245,10364,248,TERMINAL STAGE,Saturday,4,04:30:00,06:00:00,2024-07-14,2024-07-14
31760,20408,Sara Landry,Sat 13 Jul 04:30 - 06:00,ARENA STAGE,1720924200,1720929600,,,14229,10364,249,ARENA STAGE,Saturday,4,04:30:00,06:00:00,2024-07-14,2024-07-14
31393,20025,gpf,Sat 13 Jul 04:45 - 05:30,HARDER STAGE,1720925100,1720927800,,,14230,10364,250,HARDER STAGE,Saturday,4,04:45:00,05:30:00,2024-07-14,2024-07-14
32324,21091,Bamba,Sat 13 Jul 05:00 - 06:00,CLASSIC AREA,1720926000,1720929600,,,14238,10364,251,CLASSIC AREA,Saturday,4,05:00:00,06:00:00,2024-07-14,2024-07-14
35152,23447,Samynator,Sat 13 Jul 05:30 - 06:00,HARDER STAGE,1720927800,1720929600,,,14230,10364,252,HARDER STAGE,Saturday,4,05:30:00,06:00:00,2024-07-14,2024-07-14
